Locustag	Gene	Description	FeatureType	logFC	PValue	FDR	BAO-1	BAO-2	BAO-3	BAN-1	BAN-2	BAN-3
tmp_000283		DUF4088 domain-containing protein	CDS	2.80896824803632	1.00293292051906e-06	1.99614749878504e-05	9.70359144099839	8.57274913218561	9.96034020434164	100.307048713903	36.8903727018864	61.6221969949943
tmp_000297		hypothetical protein	CDS	-1.20465190409284	0.000594453131913217	0.00295500177383772	90.243400401285	85.3845813565687	78.0762151501619	24.1244800704323	30.3028061479781	54.702057225503
tmp_000307		Maf-like protein	CDS	-1.53076287506211	0.0171635970452278	0.0441779803645337	5.17524876853248	4.45782954873652	6.10472464137068	1.6929459698549	0.878342207187771	2.63624372171099
tmp_000308		DUF177 domain-containing protein	CDS	-1.12802024526221	7.01664845987426e-05	0.000536235896235002	142.642794182676	109.731188891976	138.802160266955	51.6348520805744	57.0922434672051	69.8604586253411
tmp_000316		hypothetical protein	CDS	-1.36964649232777	0.00966984882416122	0.0278738585013989	13.2615749693645	7.54401923632334	13.4946544703984	4.23236492463724	6.58756655390829	2.63624372171099
tmp_000318		anti-sigma factor	CDS	-1.3860322830958	3.3804991809811e-06	4.97388633075586e-05	159.462352680407	176.255722157736	164.506264020094	72.3734402112969	53.5788746384541	65.2470321123469
tmp_000319		MucB/RseB C-terminal domain-containing protein	CDS	-1.27369876746281	4.47645051985189e-06	6.26337150393446e-05	327.981390705746	324.735737127191	337.687663056873	117.236508412452	147.561490807546	144.66387422889
tmp_000320		DegQ family serine endoprotease	CDS	-1.09770492896983	1.83514446885402e-05	0.000182625326503206	402.052138705367	493.447440048604	458.49695069663	205.69293533737	203.336220963969	223.421655415006
tmp_000340		hypothetical protein	CDS	1.00906637029396	4.44683991379817e-05	0.000377494658411535	557.956507857408	454.355704005837	514.403376359709	989.103682887724	1177.8568998388	906.208779338152
tmp_000371		pirin family protein	CDS	1.8638013830569	1.38745752515492e-05	0.00014629557272424	12.2912158252646	12.6876687156347	16.7076674395408	68.1410752866596	38.6470571162619	45.4752041995145
tmp_000379		glycosyltransferase family 4 protein	CDS	-2.00249690214052	1.13356443083892e-08	7.97377171555868e-07	720.006484922081	789.721650056939	739.314284199681	181.991691759401	174.350928126773	204.638418897815
tmp_000382		methyl-accepting chemotaxis protein	CDS	2.16660931915367	0.00056211872782261	0.00282434409723004	1.94071828819968	2.05745979172455	1.92780778148548	9.31120283420193	10.9792775898471	6.92013976949134
tmp_000389	hpnJ	hopanoid biosynthesis associated radical SAM protein HpnJ	CDS	-1.12620709157098	1.57022570818381e-05	0.000162891091141897	225.446774479196	257.525383930856	269.250486814139	108.771778563177	110.671118105659	124.892046316058
tmp_000393	hisQ	histidine ABC transporter permease HisQ	CDS	2.13868148275023	1.24250131807427e-05	0.000137505264403262	7.11596705673215	6.51528934046106	7.71123112594192	23.2780070855048	28.9852928371965	41.8503690821619
tmp_000397		aspartate aminotransferase family protein	CDS	1.20437648809103	0.0015683789917901	0.00647397598299208	10.6739505850982	19.8887779866706	23.7762959716542	41.477176261445	33.8161749767292	49.7591002472949
tmp_000398	aruF	arginine/ornithine succinyltransferase subunit alpha	CDS	1.41557429913165	0.00169296625440584	0.00687767540852372	4.52834267246592	5.48655944459879	6.42602593828493	13.5435677588392	13.6143042114105	16.8060537259075
tmp_000399	astA	arginine N-succinyltransferase	CDS	1.0759832164527	0.0104016250105056	0.0295351278254046	5.49870181656576	9.60147902804789	9.6390389074274	12.6970947739117	21.0802129725065	18.4537060519769
tmp_000405		EAL domain-containing protein	CDS	-1.06123442245502	0.00382408910516364	0.0133401477955267	48.8414102530252	83.3271215648441	80.3253242285616	51.6348520805744	26.789437319227	23.7261934953989
tmp_000408		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	CDS	1.87042846398908	1.9583324380264e-06	3.23997409098268e-05	26.5231499387289	27.7757071882814	17.3502700333693	94.3817378194105	93.5434450654977	74.4738851383354
tmp_000409		LysR substrate-binding domain-containing protein	CDS	1.77108386950418	2.27572257089998e-07	6.75481815119735e-06	42.0488962443264	40.4633759039161	50.765604912451	157.443975196505	155.027399568642	143.016221902821
tmp_000410		HDOD domain-containing protein	CDS	2.13743341723874	1.64454559363783e-06	2.862624279095e-05	13.908481065431	21.9462377783952	13.1733531734841	86.7634809550635	57.0922434672051	71.8376414166244
tmp_000411	cdpA	cyclic di-GMP phosphodiesterase CdpA	CDS	2.48154006056759	9.44807816160448e-08	3.46542009713136e-06	12.6146688732979	16.116768368509	11.5668466889129	63.0622373770949	76.4157720253361	85.6779209556071
tmp_000437		DMT family transporter	CDS	-1.25326792039448	0.00440535929153153	0.0149613227262	13.2615749693645	15.4309484379341	19.9206804086833	8.88796634173821	4.83088213953274	6.59060930427747
tmp_000438		hypothetical protein	CDS	-1.80200329374025	0.00294492936821525	0.0107648819792177	14.5553871614976	11.316028854485	17.9928726271978	4.65560141710097	0.878342207187771	6.59060930427747
tmp_000439		glycine zipper 2TM domain-containing protein	CDS	-1.93631697536003	7.50829756526555e-05	0.000565324164188249	22.9651664103629	29.1473470494311	21.5271868932545	4.65560141710097	5.27005324312663	8.89732256077458
tmp_000448		phosphodiesterase	CDS	-1.35056204346936	0.0044385284130591	0.0150402085365376	16.172652401664	16.116768368509	16.7076674395408	4.23236492463724	10.5401064862533	4.61342651299423
tmp_000452		ABC transporter substrate-binding protein	CDS	-1.73450587940841	1.00007610321947e-06	1.99614749878504e-05	84.7446985847193	88.1278610788681	78.7188177439904	24.1244800704323	24.5935818012576	26.6919676823237
tmp_000453		substrate-binding domain-containing protein	CDS	-2.26429400528232	0.000494886943062134	0.00256109477450871	9.70359144099839	7.20110927103591	8.03253242285616	1.6929459698549	1.75668441437554	1.64765232606937
tmp_000455	sbnB	2,3-diaminopropionate biosynthesis protein SbnB	CDS	-1.81807573013023	0.0027633880071452	0.0102159808615483	20.0540889780633	12.6876687156347	14.7798596580553	0.846472984927449	5.70922434672051	6.59060930427747
tmp_000456	sbnA	2,3-diaminopropionate biosynthesis protein SbnA	CDS	-2.55931990088879	4.33316626605673e-08	1.98667935501797e-06	189.220033099469	135.106526323245	126.592710984213	29.6265544724607	28.1069506300087	19.1127669824047
tmp_000457		hypothetical protein	CDS	-3.1545482897279	5.37159746093517e-08	2.3985350401654e-06	150.729120383508	160.138953789227	140.408666751526	18.6224056684039	7.46590876109606	23.7261934953989
tmp_000458		amino acid adenylation domain-containing protein	CDS	-2.58410380725495	0.00206833288297371	0.00807058461555471	400.4348734652	259.239933757293	219.127484495516	16.0829867136215	83.8816807864322	46.79332606037
tmp_000459		amino acid adenylation domain-containing protein	CDS	-2.09154080581431	0.00289579697746908	0.0106213696280741	124.529423492813	64.8099834393232	52.3721113970222	6.34854738695586	35.5728593911047	15.1584013998382
tmp_000461		formyl transferase	CDS	-3.35781854120738	2.63997320343107e-07	7.53125688867697e-06	51.1055815892582	40.8062858692035	40.8052647081093	6.34854738695586	1.75668441437554	4.61342651299423
tmp_000462		asparaginase domain-containing protein	CDS	-3.23846317597029	2.13809257055752e-08	1.24762560793328e-06	132.615749693645	137.849806045545	122.737095421242	7.19502037188331	13.6143042114105	20.1013583780463
tmp_000463		hypothetical protein	CDS	-2.65324429959773	7.63993624738208e-08	3.12326340665714e-06	407.550840521932	615.866297656214	512.796869875137	113.004143487814	52.2613613276724	78.7577811861157
tmp_000470	vgrG	type VI secretion system tip protein VgrG	CDS	-1.06483277287318	4.59957552400312e-05	0.000385928436531961	827.716349917163	672.789351893927	691.761692256373	410.962634182276	345.627658528388	291.634461714278
tmp_000474		NAD(P)H-dependent oxidoreductase	CDS	3.23068354503201	1.11976865063724e-05	0.000126931832693647	1.6172652401664	1.02872989586227	1.28520518765699	15.2365137286941	9.66176427906549	13.1812186085549
tmp_000475		LysR substrate-binding domain-containing protein	CDS	3.91535700801327	0.000271486142446779	0.00156462552352886	0.646906096066559	0.685819930574849	0	13.1203312663755	5.27005324312663	3.62483511735261
tmp_000481		LysR family transcriptional regulator	CDS	2.10022421620058	0.00010893994283023	0.000762134341189686	3.2345304803328	4.11491958344909	3.53431426605671	11.4273852965206	16.6885019365677	18.7832365171908
tmp_000497		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	CDS	-2.36905859210341	5.94618347935917e-07	1.32180312409131e-05	90.5668534493183	74.0685525020837	79.0401190409046	9.31120283420193	20.2018707653187	17.4651146563353
tmp_000498		helix-turn-helix transcriptional regulator	CDS	-1.58354231733232	0.00042161158938793	0.00225283612019461	40.1081779561267	29.8331669800059	26.3467063469682	6.77178387941959	16.2493308329738	9.22685302598845
tmp_000499		ATP-binding protein	CDS	-1.38834780447691	0.000923287308412489	0.00420308539778203	15.8491993536307	20.5745979172455	19.2780778148548	7.61825686434704	7.02673765750217	6.59060930427747
tmp_000502		heavy metal sensor histidine kinase	CDS	1.46706654806301	0.0290572469739138	0.067980867014185	2.58762438426624	1.71454982643712	3.85561556297096	2.53941895478235	13.1751331078166	7.24967023470521
tmp_000515		MbtH family protein	CDS	-1.29635690177644	6.0384421473835e-06	7.91613873825117e-05	4904.19511428059	3781.954007155	3770.7920205856	1858.00820191575	1906.00258959746	1308.23594689908
tmp_000518	proP	glycine betaine/L-proline transporter ProP	CDS	1.22061436784959	0.00830298617328411	0.0247738721672364	14.8788402095309	21.2604178478203	8.67513501668466	35.1286288744891	17.1276730401615	51.4067525733642
tmp_000519		proline/betaine transporter	CDS	-1.18080606840061	0.0132339363773805	0.0359008376575206	9.05668534493183	12.6876687156347	24.4188985654827	6.34854738695586	7.02673765750217	6.92013976949134
tmp_000537	pstS	phosphate ABC transporter substrate-binding protein PstS	CDS	-1.30847894293912	6.52003599094958e-07	1.40673885771118e-05	8660.7788141391	9064.82493237307	8558.8239472017	4053.75912481755	3014.90962617203	3543.44109244478
tmp_000538	pstC	phosphate ABC transporter permease PstC	CDS	-1.68775933392646	3.83390883427172e-07	9.88101670867403e-06	638.496316817694	735.884785506813	684.371762427345	234.04978033244	164.689163847707	239.8981786757
tmp_000539	pstA	phosphate ABC transporter permease PstA	CDS	-1.1205302347302	3.17620006546834e-05	0.000285136142240907	130.028125309378	119.332667920024	120.809287639757	61.36929140724	53.1397035348602	55.6906486211446
tmp_000540	pstB	phosphate ABC transporter ATP-binding protein PstB	CDS	-1.03720762662805	2.69370188889096e-05	0.000253836638089874	1127.55732544401	991.352709645944	1038.44579162684	592.531089449214	487.040753885619	459.035938042926
tmp_000542	phoB	phosphate regulon transcriptional regulator PhoB	CDS	-1.10041572954142	1.81230193897873e-05	0.000181053899934938	515.584158565048	441.325125324915	411.908262644064	217.543557126354	212.558814139441	208.263254015168
tmp_000543	phoR	phosphate regulon sensor histidine kinase PhoR	CDS	-1.00576968494601	0.00055991398540938	0.00281602185609908	156.227822200074	142.993455524856	132.054833031755	46.9792506634734	84.7600229936199	82.7121467686822
tmp_000546	ppk1	polyphosphate kinase 1	CDS	-1.35756147708984	1.23008572308149e-06	2.35689932388935e-05	837.419941358161	936.830025165244	854.018847198067	384.721971649525	314.007339069628	326.894221492162
tmp_000552		S46 family peptidase	CDS	1.42475923604165	0.00480746326338719	0.0160196780386069	4.8517957204992	8.22983916689819	4.49821815679945	9.31120283420193	14.4926464185982	23.0671325649711
tmp_000554		amino acid permease	CDS	2.34666154176408	5.30985026521123e-07	1.23936732326635e-05	9.05668534493183	8.57274913218561	7.71123112594192	44.8630682011548	38.6470571162619	45.8047346647284
tmp_000556		LysR family transcriptional regulator	CDS	1.23548973912445	0.0007271979240346	0.00348661189534797	20.0540889780633	24.6895175006946	12.5307505796556	52.9045615579655	37.7687149090742	44.157082338659
tmp_000558		FAD-binding oxidoreductase	CDS	1.54404564529403	0.000545962571132346	0.0027620865051868	5.49870181656576	10.2872989586227	11.2455453919986	33.0124464121705	20.6410418689126	25.3738458214682
tmp_000562		GNAT family N-acetyltransferase	CDS	-2.28761018101412	6.6325912983533e-09	5.32161817453816e-07	502.322583595683	588.090590467933	526.934126939364	115.96679893506	92.6651028583099	122.255802594347
tmp_000563		hypothetical protein	CDS	-1.5715648922933	1.75166845191522e-06	2.95882154624496e-05	259.085891474657	284.272361223275	249.65110770237	111.734434010423	68.9498632642401	86.0074514208209
tmp_000567		acyl-CoA synthetase	CDS	1.05880093017121	0.00186967009774206	0.00747722426160865	12.9381219213312	12.3447587503473	14.4585583611411	27.9336085026058	29.4244639407903	25.7033762866821
tmp_000577		LysR family transcriptional regulator	CDS	3.17007931157626	0.00134187215666766	0.00570207789066158	0.646906096066559	0.685819930574849	0	2.53941895478235	6.1483954503144	4.28389604778035
tmp_000582		LysR family transcriptional regulator	CDS	1.4426477757824	2.75746699414235e-06	4.29820822851402e-05	37.8440066198937	40.8062858692035	42.0904698957663	110.887961025496	104.083551551751	113.358480033572
tmp_000591		nitronate monooxygenase	CDS	1.21922886629213	9.22997470385457e-05	0.000666609284167275	28.1404151788953	26.7469772924191	21.8484881901688	58.406635959994	59.7272700887685	60.6336055993527
tmp_000592		hypothetical protein	CDS	1.88514670176418	0.00245723002090503	0.00931208572497958	1.6172652401664	4.45782954873652	1.60650648457123	9.73443932666566	9.2225931754716	9.55638349120233
tmp_000602		C40 family peptidase	CDS	-1.17809333373051	5.93976484671953e-06	7.88131588834749e-05	1234.296831295	1176.86700086644	1169.53672076786	446.514499549229	569.60492136127	566.133339237434
tmp_000612	rraA	ribonuclease E activity regulator RraA	CDS	-1.58437453269643	3.01077762396041e-05	0.000275592314102134	218.654260470497	145.736735247155	139.123461563869	34.7053923820254	70.7065476786156	62.2812579254221
tmp_000613		gamma-glutamylcyclotransferase	CDS	-1.87040266274507	0.000106615982289279	0.000750070639750539	24.5824316505293	23.6607876048323	29.5597193161107	4.23236492463724	10.1009353826594	6.92013976949134
tmp_000614	aceB	malate synthase A	CDS	-1.24693765627497	6.59879136715829e-05	0.000513405964702392	310.191473063915	455.727343866987	464.280374041086	188.340239146357	126.481277835039	202.990766571746
tmp_000620		acyl-CoA-binding protein	CDS	1.86004476428845	9.52749118011717e-07	1.91857518470203e-05	148.788402095309	128.248327017497	120.487986342842	341.128612925762	639.872297936291	462.660773160278
